index	word	idf	weight
10176	一步棋	9.61377	-0.00500240
10177	一步步	5.56428	-0.92576039
10178	一步登天	9.28106	-0.20727537
10179	一步裙	8.08087	-0.02371472
10180	一步跨	8.74050	0.09133629
10181	一死了之	8.77402	0.49512445
10182	一段	3.34373	-2.63594330
10183	一段情	9.17382	0.54717500
10184	一比	6.84944	1.20814900
10185	一毛	9.01725	-0.03160450
10186	一毛不生	9.24402	0.04367020
10187	一毛钱	8.36101	-0.93563170
10188	一气	6.93419	-0.30193427
10189	一气之下	6.90397	0.48159011
10190	一气呵成	7.61300	-0.63836853
10191	一气喝成	8.97469	0.03515025
10192	一水	9.00286	-0.25347319
10193	一汽	8.24741	-0.61208443
10194	一汽轿车	10.07330	0.28878064
10195	一沓	8.36855	-0.51164470
10196	一泄为快	8.90755	0.14831606
10197	一泄千里	8.00961	0.15162256
10198	一泄如柱	8.92062	0.04055259
10199	一泄如注	6.04276	0.58051047
10200	一泄而出	8.26092	0.31066814
10201	一泓	8.75155	-0.15913616
10202	一波	4.73677	-0.45482031
10203	一波三折	8.79701	-0.37464334
10204	一波又起	8.43917	-0.20859043
10205	一波未平	8.44734	-0.21701400
10206	一泻千里	6.71757	0.47606636
10207	一派	6.79459	0.97276817
10208	一流	4.82913	2.50631223
10209	一流大学	9.33933	-0.13191303
10210	一浪一浪	8.76272	0.18700968
10211	一浪高过一浪	6.53476	-0.23465009
10212	一涌而上	9.07697	-0.01951822
10213	一涌而出	8.90755	0.06893305
10214	一深一浅	8.15761	0.03923136
10215	一清二楚	5.56703	0.79073147
10216	一溜	7.83971	-0.62246331
10217	一溜烟	6.67489	0.28523643
10218	一滩	5.82779	1.04927656
10219	一滩滩	8.59740	-0.62315995
10220	一滴	4.65887	0.84498261
10221	一滴不剩	7.87146	0.20793492
10222	一滴不漏	7.83971	0.02098023
10223	一滴水	8.12739	-0.60814385
10224	一滴泪	8.65624	-0.36134380
10225	一滴血	9.06170	-0.35901940
10226	一炮而红	8.62638	0.90074406
10227	一炷香	8.44734	-0.24620611
10228	一点	2.45278	-1.20805578
10229	一点一滴	6.94874	-0.21150474
10230	一点不剩	9.26237	0.01852947
10231	一点儿	5.58000	-1.26458873
10232	一点半	8.16376	-0.24582283
10233	一点点	3.93963	-0.22167582
10234	一点点儿	9.33933	-0.08259310
10235	一点红	8.47223	0.46008493
10236	一点血	9.01725	0.25750444
10237	一点通	9.14048	-0.10405133
10238	一点钟	8.13336	0.20888180
10239	一片	3.20247	-0.68281381
10240	一片天	9.12422	0.01397491
10241	一片好心	9.17382	-0.17338017
10242	一片汪洋	7.73390	0.04002927
10243	一片空白	4.84376	0.15510929
10244	一片红	8.94729	-0.13468015
10245	一物	8.00961	0.08445896
10246	一环	7.35971	0.76732554
10247	一班人	9.14048	0.58112670
10248	一理	9.44469	0.03151420
10249	一瓢	8.84464	-0.16408818
10250	一瓶	4.85070	0.86337650
10251	一生	4.53646	0.14914136
10252	一生一世	7.19692	-0.76145178
10253	一男一女	6.16797	0.53199363
10254	一男半女	9.17382	0.13437532
10255	一番	3.68334	2.22999418
10256	一番滋味	7.50196	-0.30652642
10257	一番苦心	8.00433	-0.16823222
10258	一病不起	9.07697	-0.04845150
10259	一瘸一拐	7.85319	-0.31270398
10260	一白	7.07757	0.90394632
10261	一百	5.76418	0.64432103
10262	一百七十	9.46717	-0.07372012
10263	一百万	7.36248	2.07340753
10264	一百两	9.69601	-0.23963574
10265	一百个	6.80089	0.40196060
10266	一百二十	8.26775	-0.01828550
10267	一百五	9.78562	0.01995070
10268	一百五十	8.49777	0.08885068
10269	一百余	8.96090	0.20921994
10270	一百八十	7.40203	-0.00035480
10271	一百六十	8.60697	0.04885574
10272	一百块	7.70618	0.29966033
10273	一百多	6.14148	-0.39788780
10274	一百多万	8.50642	0.29476639
10275	一百多个	8.77402	0.35533197
10276	一百多年	8.88191	-0.49026868
10277	一百多斤	8.78545	-0.06056040
10278	一百多萬	8.44734	0.05960040
10279	一百天	9.33933	-0.14114104
10280	一百遍	9.00286	-0.38776476
10281	一百零八	9.31953	-0.00655807
10282	一盆	6.54572	-1.60897692
10283	一盏	6.39911	0.42302261
10284	一盏灯	8.63624	-0.18757873
10285	一盒	5.88239	0.59461229
10286	一盘	6.15133	-0.76101538
10287	一目	8.51516	-0.07813701
10288	一目了然	7.12449	0.65319638
10289	一直	2.33534	-2.40957493
10290	一直走	7.87146	-0.22203292
10291	一看之下	7.18757	-0.11393980
10292	一眨	7.64924	0.21810149
10293	一眨不眨	7.84868	-0.26330098
10294	一眨眼	7.50835	0.15495049
10295	一眼	3.18980	-1.61297366
10296	一眼望去	8.32410	-0.74939533
10297	一着	8.19511	0.30357706
10298	一睹	7.36248	0.08654390
10299	一瞥	6.53597	-0.49806596
10300	一瞬	6.61279	-0.33041227
10301	一瞬不瞬	9.26237	-0.13601994
10302	一瞬間	7.99908	-0.12226756
10303	一瞬间	4.36439	-1.89038220
10304	一知半解	8.11556	-0.02310472
10305	一石二鸟	8.69748	-0.12787800
10306	一码中特	9.24402	0.60973534
10307	一碗水	9.04666	0.02531114
10308	一碟	8.66639	-0.18420574
10309	一票	7.07966	-0.15505764
10310	一种	2.63703	-0.05415427
10311	一秒	6.11090	-2.44422846
10312	一秒钟	6.57427	-0.80924558
10313	一程	7.68301	-1.71195965
10314	一空	7.27755	0.63308525
10315	一窍不通	7.84868	0.37876244
10316	一窝蜂	8.35352	-0.28307176
10317	一站式	7.07549	-1.71990322
10318	一章	7.16686	-0.00767370
10319	一端	6.43134	-0.30195362
10320	一竿	9.22600	0.21981544
10321	一笑了之	8.28851	0.07274277
10322	一笑置之	8.82054	-0.20981972
10323	一笑而过	8.12146	0.03708184
10324	一笔勾销	8.71876	-0.06674843
10325	一等	6.86954	0.04216282
10326	一等一	8.00961	0.74311732
10327	一等奖	7.10503	-0.44031069
10328	一筹	8.03642	-0.19793003
10329	一筹莫展	7.80032	0.12453754
10330	一算	7.46446	-1.38318354
10331	一管	7.29035	0.56602059
10332	一箭	8.24741	0.00408007
10333	一箭双雕	8.13937	0.53619968
10334	一篇	4.88778	2.10182695
10335	一簇	7.37082	0.37970233
10336	一簇簇	9.15701	-0.16908767
10337	一米	4.94488	1.29280451
10338	一米八	6.98416	0.66075762
10339	一类	5.72842	1.53217897
10340	一系列	5.07665	-0.40896970
10341	一級	9.40121	-0.17575766
10342	一絲不掛	7.89006	0.22713032
10343	一線	8.89465	0.16619440
10344	一级学科	9.85016	-0.12007765
10345	一级棒	6.99561	1.45671062
10346	一级片	8.69748	1.13968378
10347	一纸	7.64924	-0.42415415
10348	一线	5.39040	-1.03941224
10349	一线天	9.01725	1.18752359
10350	一线希望	8.69748	0.43068289
10351	一线生机	8.82054	0.01760373
10352	一经	6.05093	2.30717615
10353	一统	9.07697	-0.39831989
10354	一统江湖	8.96090	0.21744606
10355	一绺	8.27462	0.11976059
10356	一缕	5.84161	0.95213915
10357	一缩一缩	7.03077	0.18350314
10358	一罐	6.57680	0.62879258
10359	一网打尽	8.04187	0.11438629
10360	一群	4.72362	0.11869875
10361	一老一少	7.63459	-0.14406902
10362	一者	8.94729	0.36329999
10363	一而再	7.48304	0.15703976
10364	一耸一耸	9.35954	0.04124455
10365	一联	9.49016	-0.66324233
10366	一肚子	6.83626	0.11416752
10367	一肚子气	8.79701	0.34974306
10368	一肚子火	8.54183	-0.29243158
10369	一股劲	8.22748	0.33528557
10370	一股气	8.74050	-0.17968200
10371	一股股	4.40587	1.50867176
10372	一股脑	6.15133	0.37082785
10373	一股脑儿	7.49878	-0.01848429
10374	一肥臀	8.17618	-0.00003302
10375	一脉	8.22092	0.12118768
10376	一脉相承	8.40717	-0.67467617
10377	一脚	4.99657	0.32421319
10378	一脚踢	6.58822	1.70534120
10379	一脸	3.80350	0.25411066
10380	一脸茫然	7.54757	0.00870392
10381	一腔	7.56438	0.13087040
10382	一臂之力	8.60697	-0.21245455
10383	一臉	7.32978	-0.10480786
10384	一至	6.90924	0.13367391
10385	一致	4.91641	0.97441144
10386	一致性	8.45557	-0.27188932
10387	一般	2.63022	3.22587619
10388	一般性	7.91864	-0.45300099
10389	一般无二	8.96090	0.08084989
10390	一般来说	5.97411	1.80525609
10391	一般而言	7.79177	-0.72488315
10392	一般般	7.71009	-0.34944199
10393	一般见识	8.50642	-1.08942408
10394	一般说来	8.36101	0.47238756
10395	一般高	8.33138	-0.32662605
10396	一艘船	9.22600	0.22992528
10397	一色	7.96815	1.29654834
10398	一节	6.20384	0.38291229
10399	一节课	7.36248	-0.67719137
10400	一茬	9.17382	-0.41487344
10401	一草一木	9.12422	-0.28106547
10402	一荡一荡	8.68701	0.04543852
10403	一落千丈	7.81763	-0.06503181
10404	一號	9.72500	-0.01100640
10405	一行	5.32946	-0.87735009
10406	一行人	6.90924	0.09046828
10407	一行行	8.55088	-0.27873845
10408	一表	9.30011	-0.35338409
10409	一表人才	8.20150	0.40087252
10410	一袋	7.10503	-0.56512619
10411	一袭	6.01214	-0.07507114
10412	一覽無遺	8.90755	0.01002911
10413	一见之下	8.96090	-0.00987254
10414	一见倾心	9.17382	-0.09507012
10415	一见如故	8.24072	0.30214604
10416	一见如此	8.90755	-0.15564301
10417	一见锺情	8.96090	0.30554854
10418	一见顿生	8.74050	0.00413086
10419	一视同仁	8.39154	-0.30704896
10420	一览	6.14803	0.51798283
10421	一览无余	5.96997	0.18127186
10422	一览无移	9.24402	0.00755127
10423	一览无遗	5.45736	1.55894447
10424	一览表	8.58792	0.08765049
10425	一觉	5.52382	0.49868446
10426	一角	5.42212	0.33752773
10427	一触即发	7.22067	-0.49096378
10428	一言	7.34327	0.98358786
10429	一言一行	8.24741	0.09132616
10430	一言一语	8.82054	0.23757134
10431	一言不发	6.05617	-0.71236264
10432	一言为定	7.61657	-0.53279198
10433	一言难尽	8.83252	0.19289315
10434	一試	9.46717	0.45414459
10435	一记	5.88176	0.38381706
10436	一语	6.79302	2.59774657
10437	一语不发	7.94805	0.12288315
10438	一语中的	9.20831	-0.19270777
10439	一语双关	7.82201	-0.31319989
10440	一语惊醒	8.78545	0.12355181
10441	一语成谶	9.30011	-0.19301875
10442	一语道破	8.92062	-0.08676687
10443	一败涂地	8.46386	-0.32800386
10444	一贫如洗	9.42272	-0.25661416
10445	一贯	6.05917	-1.30262588
10446	一贯制	9.61377	-0.17332745
10447	一走了之	8.13336	-0.14814358
10448	一起	2.27627	-0.30770492
10449	一起一伏	6.72926	-0.08586622
10450	一起买	8.53286	0.25821178
10451	一起写	8.98868	0.27743670
10452	一起来	5.03392	-2.34318539
10453	一起玩	5.03987	-0.44036672
10454	一起走	6.30438	0.30843152
10455	一趟	5.17764	-1.44770396
10456	一跃	6.83299	0.59220868
10457	一跃而出	8.67665	0.06518592
10458	一跃而起	7.44321	-0.14875856
10459	一路	3.99270	-3.71322486
10460	一路上	4.86450	1.25492198
10461	一路向西	8.44734	0.54769719
10462	一路平安	8.83252	0.12552322
10463	一路来	9.40121	0.02923185
10464	一路顺风	8.96090	-0.01143352
10465	一踏糊涂	9.01725	0.46833845
10466	一蹦一跳	8.56001	0.00027026
10467	一蹭	8.46386	-0.83735479
10468	一蹴而就	8.34608	-0.30403210
10469	一蹶不振	8.18245	0.03799811
10470	一身	3.80381	2.62828916
10471	一身是汗	8.89465	0.06605166
10472	一身正气	9.44469	-0.60061118
10473	一身汗	6.66933	-0.03109539
10474	一輩子	8.26092	-0.43378516
10475	一转念	9.09247	0.11364468
10476	一转眼	6.94144	-1.09020929
10477	一轮	4.75355	-1.63801245
10478	一软	5.30050	0.07521655
10479	一较高下	8.67665	-0.50835962
10480	一辈子	4.48169	1.65244831
10481	一辙	8.59740	0.84183596
10482	一边	2.62796	5.35422852
10483	一边倒	8.36855	-0.38616637
10484	一边儿	8.89465	0.31202395
10485	一连	5.47903	1.24443420
10486	一连串	5.33747	0.19199578
10487	一连几天	7.45530	0.20489311
10488	一连气	8.89465	0.02645638
10489	一递	9.00286	-0.05092690
10490	一通	5.40477	0.65150422
10491	一遍	4.32325	0.41796935
10492	一遍遍	7.35420	-0.93790876
10493	一道	3.89501	-0.34029723
10494	一遭	7.30332	0.43639372
10495	一邊	6.23385	3.50964089
10496	一部	4.57001	0.34226708
10497	一野	9.81737	0.02011101
10498	一量	8.75155	-0.06963596
10499	一针	7.26742	0.12718181
10500	一针见血	8.67665	-0.63129963
10501	一锅端	9.78562	-0.11789209
10502	一锅粥	8.92062	0.20875953
10503	一错再错	8.42304	0.13006902
10504	一锤	9.00286	0.19670088
10505	一键	7.33515	-0.69878905
10506	一门	6.29006	0.09178614
10507	一门心思	7.64924	0.13139751
10508	一闪	5.69284	-0.79878230
10509	一闪即逝	8.63624	0.02134468
10510	一闪而过	6.90924	-1.74368290
10511	一闪而逝	8.53286	-0.07093899
10512	一问一答	8.52397	0.04851281
10513	一间	4.12125	2.27698959
10514	一阳指	9.42272	0.37621457
10515	一阵	2.77306	5.33155014
10516	一阵一阵	5.73929	0.34397811
10517	一阵儿	8.07521	0.20270269
10518	一阵子	4.72620	1.74292610
10519	一阵风	6.89873	0.13488191
10520	一阵麻	9.20831	-0.03653390
10521	一降	9.17382	-0.21348131
10522	一陣	6.45565	1.60109629
10523	一陣子	8.18876	0.20974542
10524	一隅	8.77402	0.08729143
10525	一隻手	7.29811	0.27531764
10526	一震一震	8.06397	0.04063215
10527	一霎	9.22600	0.01259625
10528	一霎那	7.22549	0.31841629
10529	一霎间	9.42272	0.18342930
10530	一面	3.88735	-0.35745604
10531	一面之缘	8.72957	-0.17143776
10532	一面镜子	7.46446	-0.27878808
10533	一頭	7.64555	0.13180589
10534	一頭霧水	9.38016	0.09468862
10535	一页	6.36483	1.38409605
10536	一顶一	8.90755	0.01395761
10537	一顺	9.26237	0.01193921
10538	一顿	4.31401	-0.40095717
10539	一顿饭	6.65149	0.38618243
10540	一颠一颠	8.90755	0.01177313
10541	一颤一颤	9.38016	-0.34635697
10542	一颦一笑	7.58148	-0.66628372
10543	一飞冲天	9.26237	0.33290604
10544	一餐	7.54757	0.02157810
10545	一饮而尽	6.41081	0.71224404
10546	一饱眼福	7.88072	0.38332674
10547	一首歌	7.37643	-1.08350025
10548	一马	6.97284	-0.08214525
10549	一马平川	8.77402	-0.41104029
10550	一马当先	8.24741	-0.33931286
10551	一骨碌	7.80894	0.24309880
10552	一體	9.15701	-0.04014985
10553	一高一低	7.86228	-0.16295096
10554	一高一矮	9.22600	0.15887703
10555	一鸣	9.91915	2.43722178
10556	一鸣惊人	6.25376	-0.40740383
10557	一點	6.17470	-1.24700827
10558	一點兒	9.66784	0.01143640
10559	一點點	7.89006	0.11553848
10560	一鼓一鼓	8.16995	0.08946552
10561	一鼓作气	6.63932	-0.38396836
10562	一齊	9.30011	-0.22443422
10563	一齐	5.95021	0.83527772
10564	一龙	8.32410	0.42784950
10565	一龙二凤	9.10822	0.02379525
10566	丁一	9.69601	-0.08742120
10567	丁丁	8.01491	-1.00123491
10568	丁俊晖	9.28106	-0.47373893
10569	丁卯	10.20683	-0.20223711
10570	丁子	8.92062	1.86609086
10571	丁子裤	8.61663	0.06682183
10572	丁字	6.69033	0.04191251
10573	丁字型	9.00286	0.06212788
10574	丁字形	8.88191	0.25490976
10575	丁字裤	5.03554	0.74462839
10576	丁字裤滴	9.04666	0.03628651
10577	丁字褲	8.18245	1.39185907
10578	丁宁	9.75485	-0.89646202
10579	丁家	9.58780	1.40794866
10580	丁度	9.69601	0.43847273
10581	丁文	7.51156	5.31675544
10582	丁某	9.91915	-0.37017669
10583	丁点	8.36101	0.03853147
10584	丁香	5.59124	4.44756576
10585	丁香妙舌	9.85016	0.04963821
10586	丁香暗吐	9.38016	0.13189278
10587	丁香舌	9.06170	0.06580395
10588	丁香花	8.61663	0.94082933
10589	七一	8.88191	1.90403916
10590	七七	8.77402	1.14870295
10591	七七八八	8.00433	0.08547366
10592	七七四十九	9.44469	-0.05569382
10593	七七四十九日	9.15701	0.04952130
10594	七三	8.42304	0.22545828
10595	七上八下	6.39174	-0.12939104
10596	七个	6.17724	-0.17186910
10597	七五	7.85319	0.77484896
10598	七仙女	8.28851	-0.30938940
10599	七八	5.71713	0.37574699
10600	七八个	7.36248	-0.01022555
10601	七八分	8.08087	-0.09853062
10602	七八十	7.59187	-0.30465317
10603	七八天	9.17382	-0.49430934
10604	七八岁	8.47223	-0.28478624
10605	七八年	7.97836	-0.70533810
10606	七八点	9.33933	0.08050596
10607	七八点钟	8.03642	-0.05064409
10608	七八百	8.85691	0.46541206
10609	七公	9.81737	0.13218778
10610	七分裤	7.78330	-0.87175651
10611	七匹狼	9.42272	0.46643438
10612	七十	6.89351	-0.79094903
10613	七十二	8.89465	-0.21596882
10614	七十二变	9.81737	-0.17542555
10615	七十八	9.26237	0.34843934
10616	七十多	8.62638	0.32402872
10617	七十多万	9.46717	-0.13621365
10618	七十多岁	9.10822	0.04511881
10619	七十岁	8.67665	-0.00970706
10620	七千	9.19091	0.10388221
10621	七号	8.78545	1.01761143
10622	七嘴八舌	7.38489	-0.43365012
10623	七夕	8.22748	2.31503745
10624	七大	7.69068	-0.76779874
10625	七天	6.79931	0.24612762
10626	七天七夜	8.79701	0.10675951
10627	七宗罪	9.78562	-0.17067009
10628	七宝	9.72500	0.83396232
10629	七家	9.64044	-0.41905246
10630	七寸	6.95425	-0.08592810
10631	七尺	8.76272	0.08515465
10632	七年	6.34761	0.33918719
10633	七年之痒	8.58792	0.43414919
10634	七年级	9.01725	0.44693763
10635	七座	9.19091	0.00071995
10636	七彩	7.48304	0.62541643
10637	七情	9.20831	0.10282136
10638	七情六欲	8.08087	-0.62781861
10639	七成	7.89006	0.26424286
10640	七手八脚	7.13767	-0.04740560
10641	七拐八拐	8.96090	0.20256505
10642	七日	8.14541	1.81447673
10643	七旬	9.09247	-0.99193425
10644	七星	8.74050	0.50757936
10645	七星彩	9.72500	-0.64947442
10646	七月	6.75007	0.84043513
10647	七月份	8.40717	-0.10178246
10648	七杀	9.88406	-0.20529512
10649	七条	9.35954	-0.97588126
10650	七楼	8.28851	0.44639249
10651	七海	9.00286	-0.27998639
10652	七点	5.77715	0.69281763
10653	七点钟	8.03642	0.44213692
10654	七百	8.49777	0.51090230
10655	七百多	9.30011	-0.05473040
10656	七窍	9.40121	0.69721931
10657	七窍生烟	9.20831	0.05173609
10658	七级	9.12422	0.15858280
10659	七级浮屠	8.97469	0.06847106
10660	七绝	9.56248	-0.73266712
10661	七老八十	9.24402	0.24719128
10662	七色	8.92062	3.08070814
10663	七草	9.53778	0.28592301
10664	七荤八素	8.22092	0.26288616
10665	七重天	10.07330	-0.06275008
10666	七零八落	8.37616	-0.12369141
10667	七魄	9.19091	0.04273286
10668	七點	9.51369	-0.12775149
10669	七龙珠	9.75485	0.04798531
10670	万一把	7.20398	0.31631214
10671	万万	5.77942	0.20417705
10672	万万不可	8.85691	-0.06095507
10673	万丈	7.88538	-0.22996758
10674	万丈深渊	8.64619	0.04449034
10675	万不得已	8.62638	-0.06722075
10676	万个	6.73664	0.10238812
10677	万中无一	9.28106	-0.14984557
10678	万事	7.76242	-0.70416275
10679	万事俱备	8.46386	0.09319692
10680	万事大吉	8.63624	0.30660050
10681	万事如意	8.96090	0.02265510
10682	万事开头难	8.48918	0.00580668
10683	万亩	8.35352	-0.27000568
10684	万人次	9.19091	-0.37693298
10685	万人迷	8.89465	0.00670045
10686	万亿	6.55556	-1.12371098
10687	万众	7.43127	0.14466787
10688	万众瞩目	8.92062	0.14951115
10689	万余	7.71009	-0.08464005
10690	万全	8.21440	-0.48386411
10691	万分	4.78167	0.60164083
10692	万分之一	8.76272	0.12026137
10693	万劫不复	7.69453	-0.16699920
10694	万千	6.24014	-1.53179868
10695	万历	9.10822	-0.23379511
10696	万双健	10.03248	-0.71108765
10697	万古	8.96090	0.01371623
10698	万和	8.94729	-0.34441650
10699	万国	9.19091	-0.17479286
10700	万圣节	9.56248	-0.26890176
10701	万多	8.80871	2.26043969
10702	万子千孙	8.94729	-0.40772544
10703	万字	7.97324	0.67348964
10704	万孚	9.81737	-0.02000562
10705	万宁	9.85016	-0.47168923
10706	万家灯火	8.46386	0.52024552
10707	万岁	7.34056	2.02355257
10708	万州	9.66784	-0.46062325
10709	万平方米	7.94805	0.08394080
10710	万年前	8.92062	0.07980998
10711	万幸	7.55091	-0.20314127
10712	万念俱灰	7.62374	0.05730254
10713	万恶	8.42304	1.75702977
10714	万恶之首	7.05288	0.12240485
10715	万户	8.66639	0.51103615
10716	万无一失	7.75419	-0.43587676
10717	万有	9.75485	-0.41931321
10718	万有引力	9.35954	-0.29806877
10719	万次	8.12146	-0.14165466
10720	万民	8.98868	-0.00269094
10721	万水千山	9.28106	-0.18679876
10722	万物	6.64201	0.43185870
10723	万状	8.39154	0.11103893
10724	万用表	9.42272	0.00312933
10725	万福	9.75485	-0.23526163
10726	万种风情	7.86686	-0.44923547
10727	万科	8.43917	-0.94154083
10728	万籁俱寂	8.74050	0.13611730
10729	万紫千红	9.01725	0.15601890
10730	万能	6.74259	0.48178596
10731	万能药	8.64619	-0.19335678
10732	万能钥匙	9.95552	0.03800737
10733	万般	6.76672	1.55176812
10734	万般无奈	7.92348	0.02932716
10735	万艾可	8.39933	0.77258866
10736	万花	9.58780	-0.38164772
10737	万花筒	9.58780	-0.37311878
10738	万荣	9.95552	3.39245621
10739	万蚁	8.78545	0.03385110
10740	万象	8.79701	-0.25110875
10741	万豪	9.99326	-0.25716254
10742	万起	9.22600	-0.14500527
10743	万达	7.40203	-1.16832297
10744	万通	9.69601	-0.22260544
10745	万里	7.06927	-0.31075274
10746	万里挑一	8.20793	0.26251650
10747	万里无云	8.86933	0.02611067
10748	万金	9.24402	0.22134603
10749	万隆	8.53286	0.27042492
10750	万马奔腾	8.58792	-0.16731912
10751	丈二	9.53778	0.79879628
10752	丈二和尚	7.18062	0.27373645
10753	丈人	7.89950	0.57055306
10754	丈夫	3.65759	3.03020037
10755	丈母	8.59740	0.17713420
10756	丈母娘	6.03318	2.01908423
10757	丈量	8.64619	-0.97317970
10758	三一	8.64619	-0.43109793
10759	三七	8.47223	-0.75154004
10760	三七二十一	8.17618	-0.36272997
10761	三万	7.41363	0.12553133
10762	三万块	9.22600	0.02247466
10763	三万多	9.06170	-0.00280453
10764	三丈	8.56001	0.37650708
10765	三三两两	7.37362	0.05423705
10766	三下两下	7.22308	0.32621695
10767	三下五除二	6.10537	-0.29265914
10768	三不五时	7.86686	-0.42051957
10769	三世	8.56001	-1.58373152
10770	三两	7.36525	-0.43658639
10771	三两下	6.35669	0.11782209
10772	三两步	9.15701	-0.06297048
10773	三严	7.86686	-1.51208058
10774	三个	3.47151	0.96198258
10775	三个一	7.44022	-0.04198647
10776	三个人	4.79391	-0.34714939
10777	三个代表	8.50642	-0.06564877
10778	三中全会	8.22092	-0.73441106
10779	三丰	9.64044	1.67653380
10780	三九	8.98868	-0.20069018
10781	三五	6.79773	1.37661157
10782	三五个	8.33138	0.02931050
10783	三五年	8.98868	-0.30026419
10784	三五成群	7.66411	-0.55204477
10785	三五百	9.28106	0.01201041
10786	三井	9.95552	1.53844805
10787	三亚	7.62734	-0.64352275
10788	三亚市	9.85016	-0.15385397
10789	三人	4.37216	0.94844726
10790	三人行	7.51478	1.33159614
10791	三从	9.07697	-0.62664145
10792	三从四德	8.82054	0.02446932
10793	三代	7.23764	0.22714420
10794	三代人	9.35954	-0.73720974
10795	三令五申	9.28106	-0.11964636
10796	三伏天	9.46717	-0.30411017
10797	三位一体	8.56923	0.29608806
10798	三倍	6.97659	-0.59749543
10799	三儿	9.78562	-0.03993914
10800	三元	8.61663	0.43381021
10801	三全	8.85691	-0.25387104
10802	三兩	9.24402	0.49563575
10803	三八	7.77489	0.42268207
10804	三公	9.14048	-0.07619570
10805	三六	9.07697	-0.18564045
10806	三军	8.56923	2.07165351
10807	三农	8.85691	-0.31212610
10808	三冠王	8.98868	0.25147091
10809	三刀	9.99326	0.16483264
10810	三分	5.84647	1.83194663
10811	三分之一	5.89125	0.99263258
10812	三分之二	6.34360	-0.14808301
10813	三分地	8.18876	0.47875579
10814	三分球	7.93324	-0.71230191
10815	三分线	9.35954	-0.10533915
10816	三则	9.53778	0.25530593
10817	三到	7.51802	-0.35927769
10818	三包	8.45557	-0.34339115
10819	三匹	8.32410	0.04736545
10820	三十	5.16065	2.27722152
10821	三十一	8.61663	-0.28058743
10822	三十一岁	8.83252	0.32940902
10823	三十七	7.95304	-0.39725099
10824	三十七岁	8.82054	1.07433341
10825	三十万	8.25414	-0.11796264
10826	三十三	8.19511	0.01746311
10827	三十三天	9.31953	0.10538299
10828	三十三岁	8.58792	0.13317410
10829	三十个	8.80871	-0.71932150
10830	三十九	8.62638	-0.14565424
10831	三十九岁	7.83082	-0.01724751
10832	三十二	8.15149	0.44599875
10833	三十二岁	7.75010	0.35257802
10834	三十五	7.67920	-0.21272265
10835	三十五六	8.64619	0.38807480
10836	三十五岁	7.40492	0.36429358
10837	三十余岁	9.42272	-0.22407587
10838	三十八	7.62374	0.04103334
10839	三十八岁	7.98867	0.34425990
10840	三十六	7.30071	-1.40751067
10841	三十六岁	7.39057	0.16585060
10842	三十六计	8.80871	-0.13556476
10843	三十几	7.56778	0.39259170
10844	三十几个	9.15701	0.06997432
10845	三十几岁	7.45834	0.43227055
10846	三十出头	7.20872	0.25075280
10847	三十四	8.49777	0.17990921
10848	三十四五	8.85691	0.01439808
10849	三十四岁	8.00433	1.14177473
10850	三十多	6.57427	0.82651201
10851	三十多个	8.66639	-0.08938132
10852	三十多岁	5.94483	1.76245615
10853	三十多年	6.15133	-0.99462231
10854	三十好几	8.45557	-0.07212189
10855	三十岁	5.78399	-0.50666415
10856	三十年	6.89699	0.29416076
10857	三十年代	9.15701	-0.15765024
10858	三十度	9.17382	-0.02675020
10859	三十日	9.20831	0.10256176
10860	三十秒	8.17618	0.35319715
10861	三十里	9.40121	-0.17416866
10862	三千	6.70171	0.50765066
10863	三千万	9.00286	0.03277841
10864	三千块	8.33138	0.09421402
10865	三千多	8.37616	0.32287331
10866	三千尺	8.62638	-0.34717102
10867	三千年	9.78562	0.49593481
10868	三厢	9.01725	1.01321367
10869	三又	8.63624	-0.23655817
10870	三叉戟	9.20831	-0.22385162
10871	三友	10.20683	-0.20920490
10872	三双	8.13336	0.13157099
10873	三叔	8.22748	1.91016634
10874	三口之家	7.68301	1.37812130
10875	三句话	8.79701	-0.68179855
10876	三只手	8.34608	-0.30776795
10877	三台	8.43917	0.20487033
10878	三号	7.75830	1.16821693
10879	三合	8.79701	-0.09331254
10880	三合一	9.44469	0.03785917
10881	三合板	9.75485	0.06665331
10882	三名	6.25651	-0.25042672
10883	三周	8.03642	-0.84061739
10884	三和	7.69453	0.13054350
10885	三品	9.40121	-1.00065306
10886	三哥	7.51802	1.79552984
10887	三四	5.99859	0.06994597
10888	三四个	6.93419	-0.17287058
10889	三四十	7.46753	0.58809773
10890	三四十岁	8.11556	-0.04633958
10891	三四天	7.97324	0.22317267
10892	三四年	8.38382	-0.24393784
10893	三四点	9.09247	-0.13576639
10894	三四百	8.53286	0.09622162
10895	三围	5.59219	2.22608184
10896	三国	7.11147	-2.61644945
10897	三国志	8.57853	0.80760367
10898	三国杀	9.49016	-0.66115755
10899	三国演义	8.27462	-1.18269333
10900	三场	7.76656	-0.84307510
10901	三圾片	8.80871	0.56709400
10902	三声	7.74603	0.74444936
10903	三大	5.60405	-0.34159962
10904	三天	4.67006	-0.54469193
10905	三天三夜	7.78330	1.71936926
10906	三天两头	7.32978	0.09139418
10907	三天打鱼	8.93387	-0.38055238
10908	三夫人	9.78562	0.14227925
10909	三头	8.71876	0.11111448
10910	三好学生	8.38382	0.82462713
